subject,object,original_label
Integrated circuits,Large scale integration,broader
Filters,Particle filters,broader
Industry applications,Industries,broader
Mathematics,Tensors,broader
Mechanical factors,Surface stress,broader
Testing,Software testing,broader
Filters,Bragg gratings,broader
Industry applications,Cryogenics,broader
Optics,Optical polarization,broader
Medical conditions,Sepsis,broader
Management,Project management,broader
Semiconductor devices,Power semiconductor switches,broader
Materials,Resins,broader
Communication systems,Digital communication,broader
Sensors,Sensor placement,broader
Medical conditions,Atrophy,broader
Circuits,Microprocessors,broader
Management,Process planning,broader
Anatomy,Musculoskeletal system,broader
Economics,Oligopoly,broader
Physics,Rydberg atoms,broader
Sensors,Pressure sensors,broader
Numerical analysis,Relaxation methods,broader
Optics,Optical amplifiers,broader
Communication systems,Data buses,broader
Modeling,Mobility models,broader
Integrated circuits,Radiofrequency integrated circuits,broader
Numerical analysis,Newton method,broader
Diseases,Arthritis,broader
Integrated circuits,Hybrid integrated circuits,broader
Circuits,Circuit simulation,broader
Computer applications,Virtual manufacturing,broader
Circuits,Passive circuits,broader
Biology,Biological system modeling,broader
Measurement,Geologic measurements,broader
Diseases,Alzheimer's disease,broader
Production,Production equipment,broader
Antennas,Leaky wave antennas,broader
Image processing,Image color analysis,broader
Medical treatment,Hospitals,broader
Industries,Communication industry,broader
Integrated circuits,Current-mode circuits,broader
Algorithms,Multicast algorithms,broader
Testing,Error analysis,broader
Testing,Automatic testing,broader
Image processing,Active shape model,broader
Antennas,Horn antennas,broader
Chemical elements,Nitrogen,broader
Metals,Germanium,broader
Control systems,Mechanical variables control,broader
Testing,Aerospace testing,broader
Measurement,Wavelength measurement,broader
Numerical analysis,Numerical stability,broader
Manufacturing systems,Agile manufacturing,broader
Optics,Microoptics,broader
Robots,Robot learning,broader
Diseases,Multiple sclerosis,broader
Filters,Microstrip filters,broader
Structural shapes,Lightweight structures,broader
Numerical analysis,Sparse matrices,broader
Diseases,Bacterial infections,broader
Control systems,Digital control,broader
Modeling,Atmospheric modeling,broader
Measurement,Atomic measurements,broader
Algorithms,Partitioning algorithms,broader
Robots,Manipulators,broader
Optics,Physical optics,broader
Robots,Automata,broader
Industries,Airline industry,broader
Filters,IIR filters,broader
Algorithms,Inference algorithms,broader
Management,Communication system operations and management,broader
Communication systems,IP networks,broader
Communication systems,Metropolitan area networks,broader
Medical treatment,Magnetic stimulation,broader
Brain,Brain modeling,broader
Computer security,Phishing,broader
Measurement,Micrometers,broader
Medical treatment,Neuromuscular stimulation,broader
Medical treatment,Hepatectomy,broader
Optics,Particle beam optics,broader
Economics,Venture capital,broader
Numerical analysis,Transmission line matrix methods,broader
Communication systems,Teleprinting,broader
Circuits,Asynchronous circuits,broader
Brain,Midbrain,broader
Mechanical factors,Lubrication,broader
Mathematics,Cyclic redundancy check,broader
Mechanical products,Pistons,broader
Imaging,Ground penetrating radar,broader
Software,Public domain software,broader
Anatomy,Respiratory system,broader
Medical services,X-rays,broader
Communication systems,Synchronous digital hierarchy,broader
Magnetics,Magnetic switching,broader
Manufacturing systems,Job production systems,broader
Medical conditions,Dyslexia,broader
Brain,Hindbrain,broader
Communication systems,Submillimeter wave communication,broader
Mathematics,Convergence,broader
Medical services,In vitro,broader
Medical conditions,Blindness,broader
Measurement,Wide area measurements,broader
Signal processing,Received signal strength indicator,broader
Optics,Luminescence,broader
Imaging,Focusing,broader
Medical services,Vaccines,broader
Mathematics,Sequences,broader
Mathematics,Root mean square,broader
Semiconductor devices,Schottky diodes,broader
Mechanical factors,Damping,broader
Imaging,Terahertz wave imaging,broader
Circuits,Printed circuits,broader
Mathematics,Statistics,broader
Computer security,Identity management systems,broader
Control systems,Gaze tracking,broader
Antennas,Microwave antennas,broader
Circuits,Summing circuits,broader
Materials processing,Curing,broader
Antennas,Reflector antennas,broader
Integrated circuits,Three-dimensional integrated circuits,broader
Antennas,Mobile antennas,broader
Optics,Photoluminescence,broader
Industry applications,Electrochemical devices,broader
Computer networks,Wide area networks,broader
Industry applications,Engines,broader
Optics,Optical crosstalk,broader
Chemical elements,Chlorine,broader
Image processing,Fiducial markers,broader
Geoscience,Geophysics,broader
Radar,Radar cross-sections,broader
Production,Productivity,broader
Computer networks,Software defined networking,broader
Mathematics,Minimization,broader
Brain,Forebrain,broader
Manufacturing systems,Food manufacturing,broader
Mechanical products,Wheels,broader
Brain,Thalamus,broader
Measurement,Particle measurements,broader
Software,Glass box,broader
Management,Supply chain management,broader
Materials processing,Swaging,broader
Control systems,Delay systems,broader
Robots,Social robots,broader
Magnetics,Magnetic multilayers,broader
Magnetics,Magnetomechanical effects,broader
Circuits,Switching circuits,broader
Semiconductor devices,Gunn devices,broader
Diseases,Muscular dystrophy,broader
Chemical elements,Terbium,broader
Management,Program management,broader
Measurement,Moisture measurement,broader
Modeling,System identification,broader
Image processing,Geophysical image processing,broader
Medical treatment,Angioplasty,broader
Structural shapes,Structural beams,broader
Anatomy,Embryonic structures,broader
Industry applications,Industrial engineering,broader
Mathematics,Fourier series,broader
Mathematics,Simulated annealing,broader
Diseases,Acquired immune deficiency syndrome,broader
Mechanical factors,Surface cracks,broader
Chemical elements,Molybdenum,broader
Optics,Optical tuning,broader
Modeling,Analytical models,broader
Industries,Chemical industry,broader
Software,Software systems,broader
Signal processing,Decorrelation,broader
Image processing,Image registration,broader
Antennas,Slot antennas,broader
Robots,Bio-inspired robotics,broader
Chemical elements,Uranium,broader
Imaging,Cameras,broader
Signal processing,Pulse compression methods,broader
Production,Process planning,broader
Control systems,Medical control systems,broader
Industries,Toy industry,broader
Sensors,Wearable sensors,broader
Nanotechnology,Nanofluidics,broader
Geoscience,Earthquakes,broader
Signal processing,Signal synthesis,broader
Communication systems,Communication system security,broader
Image processing,Image annotation,broader
Algorithms,Machine learning algorithms,broader
Image processing,Image filtering,broader
Production,Food products,broader
Circuits,Phase shifters,broader
Chemical elements,Yttrium,broader
Testing,System testing,broader
Optics,Light sources,broader
Materials,Photoconducting materials,broader
Optics,Optical antennas,broader
Mathematics,Functional analysis,broader
Materials,Optical materials,broader
Mathematics,Dynamical systems,broader
Statistics,Higher order statistics,broader
Radar,Ultra wideband radar,broader
Circuits,MOSFET circuits,broader
Physics,Biophysics,broader
Image processing,Morphological operations,broader
Management,Content management,broader
Industries,Computer industry,broader
Computer networks,Wireless access points,broader
Circuits,Coupling circuits,broader
Radar,High frequency radar,broader
Metals,Niobium,broader
Geoscience,Atmosphere,broader
Measurement,Ultrasonic variables measurement,broader
Chemical elements,Iridium,broader
Materials processing,Etching,broader
Computer applications,Computer aided analysis,broader
Modeling,Input variables,broader
Imaging,Tomography,broader
Signal processing,Limiting,broader
Testing,Test equipment,broader
Geoscience,Geoengineering,broader
Magnetics,Magnetic susceptibility,broader
Medical services,Occupational medicine,broader
Economics,Free economic zones,broader
Materials processing,Lamination,broader
Software,Software tools,broader
Structural shapes,Rails,broader
Algorithms,Hash functions,broader
Materials,Smart materials,broader
Nanotechnology,Nanoelectronics,broader
Materials,Biomedical materials,broader
Anatomy,Stomatognathic system,broader
Filters,Kalman filters,broader
Imaging,Optical imaging,broader
Signal processing,Modulation,broader
Economics,Environmental economics,broader
Economics,Exchange rates,broader
Optics,Optical distortion,broader
Computer applications,World Wide Web,broader
Industry applications,Electrostatic processes,broader
Software,System software,broader
Semiconductor devices,P-i-n diodes,broader
Industries,Transportation industry,broader
Sensors,Optical sensors,broader
Signal processing,Signal restoration,broader
Management,Enterprise resource planning,broader
Communication systems,Communication networks,broader
Computer applications,Computer integrated manufacturing,broader
Economics,Electronic commerce,broader
Chemical elements,Gadolinium,broader
Chemical elements,Oxygen,broader
Radar,Spread spectrum radar,broader
Image processing,Blob detection,broader
Chemical elements,Ytterbium,broader
Antennas,Steerable antennas,broader
Economics,Monopoly,broader
Sensors,Nanosensors,broader
Materials,Surfactants,broader
Communication systems,Personal communication networks,broader
Circuits,Distributed parameter circuits,broader
Circuits,Adders,broader
Mechanical factors,Pressure effects,broader
Control systems,Fault tolerant control,broader
Measurement,Doppler measurement,broader
Sensors,Thin film sensors,broader
Computer networks,Diffserv networks,broader
Circuits,Digital circuits,broader
Optics,Fluorescence,broader
Physics,High energy physics,broader
Imaging,Photography,broader
Medical treatment,Clinical trials,broader
Materials processing,Vapor deposition,broader
Computer applications,Telecommunication computing,broader
Numerical analysis,Multigrid methods,broader
Sensors,Magnetic sensors,broader
Medical treatment,Noninvasive treatment,broader
Control systems,Nonlinear control systems,broader
Medical conditions,Diseases,broader
Metals,Titanium,broader
Economics,Access charges,broader
Integrated circuits,Integrated circuit interconnections,broader
Modeling,Hidden Markov models,broader
Medical conditions,Addiction,broader
Geoscience,Rivers,broader
Manufacturing systems,Joining processes,broader
Medical services,Smart healthcare,broader
Management,Business continuity,broader
Signal processing,Dispersion,broader
